Symbol	Name	Price
MAG	MAG Silver	22.1
MAGE	Magellan Gold	0.97
MAGS	Magal Security Systems	4.83
MAIN	Main Street Capital	32.33
MAN	ManpowerGroup	89.77
MANH	Manhattan Associates	115.37
MANT	ManTech International	88.87
MANU	Manchester United	14.76
MAR	Marriott International	117.75
MARA	Marathon Patent Group	20.74
MARK	Remark Holdings	3.14
MARUY	Marubeni	67.41
MAS	Masco	55.08
MASI	Masimo	259.48
MASS	908 Devices	54.84
MAT	Mattel	18.28
MATN	Mateon Therapeutics	0.32
MATW	Matthews International	32.24
MATX	Matson	60.59
MAX	MediaAlpha	57.09
MAXN	Maxeon Solar Technologies	40.17
MAXR	Maxar Technologies	43.66
MAYS	J.W. Mays	25.12
MBCN	Middlefield Banc	20.62
MBI	MBIA Inc.	5.99
MBII	Marrone Bio Innovations	1.65
MBIN	Merchants Bancorp	31.92
MBIO	Mustang Bio	4.21
MBOT	Microbot Medical	8.48
MBRX	Moleculin Biotech	4.7
MBT	Mobile TeleSystems PJSC	9.06
MBUU	Malibu Boats	71.68
MBWM	Mercantile Bank	27.67
MC	Moelis & Company	51.25
MCAC	Mountain Crest Acquisition	12.37
MCB	Metropolitan Bank Holding	40.19
MCBC	Macatawa Bank	8.44
MCC	Medley Capital	680
MCD	McDonald''s	207.93
MCEP	Mid-Con Energy Partners LP	0.0
MCF	Contango Oil & Gas	2.51
MCFE	McAfee	19.23
MCFT	MasterCraft Boat Holdings	26.01
MCHP	Microchip Technology	142.25
MCHX	Marchex	2.87
MCK	McKesson	179.73
MCMJ	Merida Merger Corp. I	10.3
MCO	Moody''s	270.75
MCRB	Seres Therapeutics	25
MCRI	Monarch Casino & Resort	53.5
MCS	Marcus Corporation	18.09
MCY	Mercury General	52.79
MD	MEDNAX, Inc.	28.27
MDB	MongoDB	374.87
MDC	M.D.C. Holdings	53.77
MDCA	MDC Partners	2.83
MDGL	Madrigal Pharmaceuticals	115.99
MDGS	Medigus	2.91
MDIA	Mediaco Holding	3.23
MDJH	MDJM Ltd.	4.6
MDLA	Medallia	41.21
MDLY	Medley Management	10.01
MDLZ	Mondelez International	55.25
MDNA	Medicenna Therapeutics	4
MDP	Meredith Corporation	22.48
MDRR	Medalist Diversified REIT	2.28
MDRX	Allscripts Healthcare Solutions	16.81
MDT	Medtronic	111.18
MDU	MDU Resources Group	26.78
MDVL	MedAvail	13.01
MDWD	MediWound	5.06
MDWT	Midwest Holding	54.84
MDXG	MiMedx Group	9.77
MDXL	MediXall Group	1.07
MEC	Mayville Engineering	14.1
MED	Medifast	232.58
MEDP	Medpace Holdings	137.58
MEDS	Trxade Group	6.36
MEG	Montrose Environmental Group	37.17
MEI	Methode Electronics	38.5
MEIP	MEI Pharma	3.45
MELI	MercadoLibre	1896.79
MENB	Mendocino Brewing Company	0.05
MEOH	Methanex	33.34
MERC	Mercer International	11.87
MESA	Mesa Air Group	6.63
MESO	Mesoblast	9.62
MET	MetLife	48.47
METC	Ramaco Resources	2.98
METX	Meten Edtechx Education	1.94
MFA	MFA Financial	3.77
MFAC	Megalith Financial Acquisition	0.0
MFC	Manulife Financial	18.22
MFCO	Microwave Filter Company	0.74
MFG	Mizuho Financial Group	2.76
MFGP	Micro Focus International	5.73
MFH	Mercurity Fintech Holding	3.59
MFIN	Medallion Financial	6.69
MFNC	Mackinac Financial	12.79
MG	MISTRAS Group	7.08
MGA	Magna International	71.75
MGEE	MGE Energy	64.21
MGEN	Miragen Therapeutics	0.0
MGI	MoneyGram International	8.36
MGIC	Magic Software Enterprises	15.9
MGLN	Magellan Health	93.67
MGM	MGM Resorts	29.27
MGNI	Magnite	39
MGNX	MacroGenics	21.26
MGP	MGM Growth Properties	31.62
MGPI	MGP Ingredients	59.05
MGRC	McGrath RentCorp	72.09
MGTA	Magenta Therapeutics	9.15
MGTI	MGT Capital Investments	0.11
MGTX	MeiraGTx Holdings	15.42
MGY	Magnolia Oil & Gas	8.84
MGYR	Magyar Bancorp	10.8
MHH	Mastech Digital	16.76
MHK	Mohawk Industries	145.85
MHLD	Maiden Holdings	2.32
MHO	M/I Homes	49.59
MHTX	Manhattan Scientifics	0.04
MHVYF	Mitsubishi Heavy Industries	29.15
MIC	Macquarie Infrastructure	28.54
MICR	Micron Solutions	3.35
MICT	MICT, Inc.	2.13
MIDD	Middleby Corporation	138.36
MIK	Michaels Companies	15.33
MIME	Mimecast	44.45
MIND	MIND Technology	2.1
MINI	Mobile Mini	82.72
MINM	Minim	3.25
MIRM	Mirum Pharmaceuticals	18.97
MIST	Milestone Pharmaceuticals	7.53
MITK	Mitek Systems	16.83
MITO	Stealth BioTherapeutics	1.56
MITSY	Mitsui & Co	370.31
MITT	AG Mortgage Investment Trust	3.49
MIXT	MiX Telematics	13.89
MKC	McCormick	89.18
MKC.V	McCormick	87.63
MKD	Molecular Data	1.11
MKGI	Monaker Group	2.26
MKL	Markel	989.98
MKRS	Mikros Systems	0.13
MKSI	MKS Instruments	164.32
MKTAY	Makita Corporation	45.98
MKTX	MarketAxess Holdings	568.73
MKTY	Mechanical Technology	4.01
MLAB	Mesa Laboratories	277.95
MLAC	Malacca Straits Acquisition	10.38
MLCO	Melco Resorts & Entertainment	15.79
MLHR	Herman Miller	36.11
MLI	Mueller Industries	34.84
MLM	Martin Marietta	295.86
MLND	Millendo Therapeutics	2.13
MLP	Maui Land & Pineapple	11.47
MLR	Miller Industries	39.71
MLSS	Milestone Scientific	2.84
MLVF	Malvern Bancorp	15.79
MMAC	MMA Capital Holdings	23.82
MMC	Marsh & McLennan	109.99
MMI	Marcus & Millichap	36.03
MMLP	Martin Midstream Partners	1.75
MMM	3M Company	174.7
MMMB	MamaMancini''s Holdings	1.98
MMP	Magellan Midstream Partners	43.74
MMS	Maximus	76.47
MMSI	Merit Medical Systems	54.16
MMTIF	Micromem Technologies	0.06
MMX	Maverix Metals	5.33
MMYT	MakeMyTrip	30.29
MN	Manning & Napier	5.95
MNDO	MIND CTI Ltd.	2.54
MNK	Mallinckrodt	52
MNKD	MannKind Corporation	3.65
MNKKQ	Mallinckrodt	0.59
MNOV	MediciNova	5.85
MNPR	Monopar Therapeutics	7.95
MNR	Monmouth Real Estate Investment	17.66
MNRL	Brigham Minerals	13.61
MNRO	Monro, Inc.	61.33
MNSB	MainStreet Bancshares	17.36
MNSO	Miniso Group	31.21
MNST	Monster Beverage	88.25
MNTX	Manitex International	5.84
MO	Altria	40.77
MOD	Modine Manufacturing	12.91
MODN	Model N	35.06
MOFG	MidWestOne Financial Group	25.56
MOG.A	Moog Inc.	75.1
MOG.B	Moog Inc.	72.74
MOGO	Mogo Inc.	4.25
MOGU	Mogu, Inc.	2.35
MOH	Molina Healthcare	214.11
MOHO	ECMOHO Limited	2.3
MOJO	MOJO Organics	0.08
MOMO	Momo Inc.	15.68
MON	Monument Circle Acquisition	0.68
MOR	MorphoSys	29.03
MORF	Morphic Holding	34.81
MORN	Morningstar	239.41
MOS	Mosaic Company	26.86
MOSY	MoSys	3.34
MOTN	Motion Acquisition	10.36
MOTS	Motus GI Holdings	1.4
MOV	Movado Group	21.61
MOXC	Moxian	1.77
MP	MP Materials	30.93
MPAA	Motorcar Parts of America	22.64
MPAD	Micropac Industries	12.15
MPB	Mid Penn Bancorp	22.1
MPC	Marathon Petroleum	43.45
MPLN	MultiPlan	7.98
MPLX	MPLX LP	23.29
MPW	Medical Properties Trust	21.63
MPWR	Monolithic Power Systems	367.93
MPX	Marine Products	16.91
MRAM	Everspin Technologies	5.43
MRBK	Meridian	20.12
MRC	MRC Global	7.43
MRCC	Monroe Capital	8.4
MRCY	Mercury Systems	70.63
MREO	Mereo BioPharma Group	2.82
MRIN	Marin Software	2.18
MRK	Merck	77.36
MRKR	Marker Therapeutics	1.86
MRLN	Marlin Business Services	14.12
MRM	Medirom Healthcare	13.15
MRMD	MariMed	0.65
MRNA	Moderna	157.48
MRNS	Marinus Pharmaceuticals	12.65
MRO	Marathon Oil	7.34
MRSN	Mersana Therapeutics	20.49
MRTN	Marten Transport	16.13
MRTX	Mirati Therapeutics	192.77
MRUS	Merus N.V.	26.5
MRVI	Maravai LifeSciences	36.19
MRVL	Marvell Technology Group	52.87
MS	Morgan Stanley	67.67
MSA	MSA Safety	157.74
MSB	Mesabi Trust	25.13
MSBHF	Mitsubishi	25.35
MSBI	Midland States Bancorp	18.5
MSC	Studio City International	13.05
MSCI	MSCI Inc.	416.25
MSEX	Middlesex Water	79.87
MSFT	Microsoft	239.65
MSG	Madison Square Garden	0.05
MSGE	Madison Square Garden Entertainment	93.82
MSGN	MSG Networks	17.17
MSGS	Madison Square Garden Sports	166.46
MSI	Motorola Solutions	174.6
MSM	MSC Industrial Direct	79.67
MSN	Emerson Radio	1.67
MSON	Misonix	13.36
MSP	Datto	24.03
MSRT	MassRoots	0.02
MSTR	MicroStrategy	634.56
MSVB	Mid-Southern Bancorp	15.68
MT	ArcelorMittal	22.56
MTA	Metalla Royalty & Streaming	10.98
MTB	M&T Bank	132.95
MTBC	MTBC, Inc.	10.8
MTC	MMTec, Inc.	2.03
MTCH	Match Group	145.95
MTCR	Metacrine	9.89
MTD	Mettler-Toledo	1180.82
MTDR	Matador Resources	16.04
MTEM	Molecular Templates	11.86
MTEX	Mannatech	18.95
MTG	MGIC Investment	11.98
MTH	Meritage Homes	82.7
MTL	Mechel PAO	1.81
MTLS	Materialise	68.13
MTN	Vail Resorts	261.83
MTNB	Matinas BioPharma	0.96
MTOR	Meritor	26.49
MTP	Midatech Pharma	2.3
MTR	Mesa Royalty Trust	4.56
MTRN	Materion	67.61
MTRX	Matrix Service	12.42
MTSC	MTS Systems	58.57
MTSI	MACOM Technology Solutions	62.49
MTSL	MER Telemanagement Solutions	2.97
MTW	Manitowoc Company	13.41
MTX	Minerals Technologies	64.72
MTZ	MasTec	80.69
MU	Micron Technology	80.43
MUFG	Mitsubishi UFJ Financial	4.62
MUR	Murphy Oil	12.1
MUSA	Murphy USA	124.32
MUX	McEwen Mining	1.46
MVBF	MVB Financial	22.42
MVC	MVC Capital	6.26
MVEN	TheMaven	0.64
MVIS	MicroVision	7.37
MWA	Mueller Water Products	12.08
MWK	Mohawk Group Holdings	22.6
MX	MagnaChip Semiconductor	17.63
MXC	Mexco Energy	9.25
MXIM	Maxim Integrated	90.63
MXL	MaxLinear	32.48
MYE	Myers Industries	20.62
MYFW	First Western Financial	18.04
MYGN	Myriad Genetics	28.51
MYL	Mylan	0.07
MYO	Myomo	11.57
MYOK	MyoKardia	4615.98
MYOV	Myovant Sciences	23.54
MYRG	MYR Group	56.53
MYSZ	My Size	1.43
MYT	Urban Tea	2.08
NABZY	National Australia Bank	9.15
NAII	Natural Alternatives International	14.51
NAK	Northern Dynasty Minerals	0.75
NAKD	Naked Brand Group	1.42
NANX	Nanophase Technologies	0.99
NAOV	NanoVibronix	1.16
NARI	Inari Medical	97.57
NASB	NASB Financial	71
NAT	Nordic American Tankers	3.09
NATH	Nathan''s Famous	58.19
NATI	National Instruments	42.28
NATR	Nature''s Sunshine Products	16.93
NAUH	National American University Holdings	0.22
NAV	Navistar International	44.13
NAVB	Navidea Biopharmaceuticals	2.37
NAVI	Navient	11.32
NBA	New Beginnings Acquisition	10.23
NBAC	Newborn Acquisition	19.94
NBEV	NewAge	3.05
NBHC	National Bank Holdings	34.17
NBIO	Nascent Biotech	0.07
NBIX	Neurocrine Biosciences	106.02
NBLX	Noble Midstream Partners	11.3
NBN	Northeast Bank	26
NBR	Nabors Industries	74.18
NBRV	Nabriva Therapeutics	2.64
NBSE	NeuBase Therapeutics	9.46
NBTB	NBT Bancorp	33.21
NBTX	Nanobiotix	18
NBY	NovaBay Pharmaceuticals	0.91
NC	NACCO Industries	24.5
NCBS	Nicolet Bankshares	68.63
NCLH	Norwegian Cruise Line	22.4
NCMI	National CineMedia	4.39
NCNA	NuCana	5.98
NCNO	nCino, Inc.	71.86
NCR	NCR Corporation	34.71
NCSM	NCS Multistage Holdings	31.9
NCTY	The9 Limited	13.9
NDAQ	Nasdaq	138.61
NDLS	Noodles & Company	8.12
NDRA	ENDRA Life Sciences	2.02
NDSN	Nordson	182.58
NE	Noble Corporation	8130.7
NEBLQ	Noble Corporation	0.06
NEE	NextEra Energy	81.7
NEM	Newmont Goldcorp	59.88
NEN	New England Realty Associates	50.99
NEO	NeoGenomics	53.25
NEOG	Neogen Corporation	81.97
NEON	Neonode	7.99
NEOS	Neos Therapeutics	0.79
NEP	NextEra Energy Partners	83.1
NEPH	Nephros	7.85
NEPT	Neptune Wellness Solutions	1.83
NERV	Minerva Neurosciences	3.39
NES	Nuverra Environmental Solutions	2.73
NESR	National Energy Services Reunited	11.53
NET	Cloudflare	80.48
NETE	Net Element	12.75
NEU	NewMarket Corporation	408.18
NEW	Puxin	6.6
NEWA	Newater Technology	3.46
NEWR	New Relic	75.31
NEWT	Newtek Business Services	21.28
NEX	NexTier Oilfield Solutions	3.53
NEXA	Nexa Resources	10.11
NEXT	NextDecade	2.33
NFBK	Northfield Bancorp	12.58
NFE	New Fortress Energy	44.8
NFG	National Fuel Gas	40.81
NFH	New Frontier Health	9
NFLX	Netflix	539.04
NG	NovaGold Resources	9.58
NGA	Northern Genesis Acquisition	26.62
NGAC	NextGen Acquisition	10.2
NGD	New Gold	2.07
NGG	National Grid	59.19
NGHC	National General Holdings	0.0
NGL	NGL Energy Partners	2.77
NGM	NGM Biopharmaceuticals	25.42
NGMS	NeoGames	28.8
NGS	Natural Gas Services Group	8.82
NGVC	Natural Grocers by Vitamin Cottage	16.11
NGVT	Ingevity	68.91
NH	NantHealth	4.36
NHC	National HealthCare	64.46
NHI	National Health Investors	67.32
NHIC	NewHold Investment Corp.	10.47
NHLD	National Holdings	3.25
NHTC	Natural Health Trends	5.56
NI	NiSource	22.22
NICE	NICE Ltd.	267.18
NICK	Nicholas Financial	8.94
NINE	Nine Energy Service	2.69
NIO	NIO Inc.	56.99
NIOBF	NioCorp Developments	0.58
NISN	Nisun International	20.69
NIU	Niu Technologies	46.96
NJR	New Jersey Resources	35.66
NK	NantKwest	20.18
NKE	Nike	135.71
NKLA	Nikola	23.51
NKSH	National Bankshares	31.02
NKTR	Nektar Therapeutics	20.69
NKTX	Nkarta	37.56
NL	NL Industries	4.76
NLBS	NutraLife BioSciences	0.1
NLOK	NortonLifeLock	21.44
NLS	Nautilus	26.58
NLSN	Nielsen	22.82
NLST	Netlist	0.77
NLTX	Neoleukin Therapeutics	13.08
NLY	Annaly Capital Management	8.29
NM	Navios Maritime Holdings	4.63
NMCI	Navios Maritime Containers	5.87
NMFC	New Mountain Finance	11.59
NMGX	Nano Magic	0.7
NMIH	NMI Holdings	21.72
NMM	Navios Maritime Partners	14.86
NMMC	North Mountain Merger	10.71
NMR	Nomura Holdings	5.34
NMRD	Nemaura Medical	4.84
NMRK	Newmark Group	6.94
NMTR	9 Meters Biopharma	1.5
NNA	Navios Maritime Acquisition	3.45
NNBR	NN, Inc.	6.23
NNDM	Nano Dimension	14.14
NNI	Nelnet	70.14
NNN	National Retail Properties	40.01
NNOX	Nano-X Imaging	69.53
NNVC	NanoViricides	4.33
NOA	North American Construction	9.21
NOAH	Noah Holdings	49.57
NOC	Northrop Grumman	292.31
NODK	NI Holdings	17
NOG	Northern Oil & Gas	10.31
NOK	Nokia	4.89
NOMD	Nomad Foods	25.41
NORNQ	Noranda Aluminum	0.04
NOV	National Oilwell Varco	12.66
NOVA	Sunnova Energy	44.93
NOVC	Novation Companies	0.04
NOVN	Novan	1.21
NOVS	Novus Capital	0.0
NOVT	Novanta	128.24
NOW	ServiceNow	558.56
NP	Neenah	52.1
NPA	New Providence Acquisition	14.45
NPK	National Presto Industries	92.41
NPO	EnPro Industries	73.52
NPSNY	Naspers	47.34
NPTN	NeoPhotonics	11.41
NPTX	Neuropathix	0.25
NR	Newpark Resources	2.57
NRBO	NeuroBo Pharmaceuticals	5.35
NRC	National Research	46.31
NREF	NexPoint Real Estate Finance	16.15
NRG	NRG Energy	42.23
NRIM	Northrim BanCorp	33.21
NRIX	Nurix Therapeutics	36.34
NRP	Natural Resource Partners	16.15
NRT	North European Oil Royalty Trust	3.93
NRZ	New Residential Investment	9.65
NS	NuStar Energy	15.51
NSA	National Storage Affiliates Trust	37.43
NSC	Norfolk Southern	239.91
NSCO	Nesco Holdings	7.61
NSEC	National Security Group	10.5
NSFDF	NXT Energy Solutions	0.52
NSH	NavSight Holdings	10.4
NSIT	Insight Enterprises	77.88
NSP	Insperity	79.95
NSPR	InspireMD	0.7
NSPX	Inspyr Therapeutics	0.01
NSRGY	Nestle SA	114.39
NSSC	Napco Security Technologies	26.58
NSTG	NanoString Technologies	72.6
NSYS	Nortech Systems	8.2
NTAP	NetApp	66.08
NTB	Bank of N.T. Butterfield & Son	30.96
NTCO	Natura &Co Holding	17.69
NTCT	NetScout Systems	30.81
NTDOY	Nintendo	77.4
NTEC	Intec Pharma	4.36
NTES	NetEase	118.25
NTGR	Netgear	42.69
NTIC	Northern Technologies International	14.1
NTIP	Network-1 Technologies	3.5
NTLA	Intellia Therapeutics	64.15
NTN	NTN Buzztime	4.66
NTNX	Nutanix	31.37
NTP	Nam Tai Property	7.91
NTR	Nutrien	49.75
NTRA	Natera	111.55
NTRB	Nutriband	18
NTRS	Northern Trust	90.56
NTRU	Natur International	0.01
NTST	NetSTREIT	17.34
NTTYY	Nippon Telegraph & Telephone	25.16
NTUS	Natus Medical	25.35
NTWK	NetSol Technologies	4.28
NTZ	Natuzzi	11.07
NUAN	Nuance Communications	46.43
NUE	Nucor	49.02
NURO	NeuroMetrix	3.9
NUS	Nu Skin Enterprises	58.13
NUVA	NuVasive	53.26
NUZE	NuZee, Inc.	8.97
NVAX	Novavax	268.3
NVCN	Neovasc	1.16
NVCR	Novocure	162.16
NVDA	NVIDIA	529.48
NVEC	NVE Corporation	64.74
NVEE	NV5 Global	90.41
NVFY	Nova Lifestyle	2.77
NVGS	Navigator Holdings	9.66
NVIV	Invivo Therapeutics	1.18
NVMI	Nova Measuring Instruments	73.09
NVO	Novo Nordisk A/S	70.41
NVR	NVR, Inc.	4530
NVRO	Nevro Corp.	163.47
NVS	Novartis	89.76
NVST	Envista Holdings	36.02
NVT	nVent Electric	22.39
NVTA	Invitae Corporation	51.54
NVUS	Novus Therapeutics	0.0
NWARF	Norwegian Air	7.2
NWBI	Northwest Bancshares	13.04
NWBO	Northwest Biotherapeutics	1.53
NWE	NorthWestern	54.95
NWFL	Norwood Financial	24.2
NWG	NatWest Group	4.1
NWHM	New Home Company	5.36
NWL	Newell Brands	24.39
NWLI	National Western Life Group	191
NWN	Northwest Natural	45.26
NWPX	Northwest Pipe Company	31.24
NWS	News Corp	18.79
NWSA	News Corp	19.37
NX	Quanex Building Products	22.97
NXE	NexGen Energy	3.18
NXGN	NextGen Healthcare	19.87
NXPI	NXP Semiconductors	171.53
NXRT	NexPoint Residential Trust	41
NXST	Nexstar Media Group	120.29
NXTC	NextCure	11.99
NXTD	Nxt-ID	1.2
NYC	New York City REIT	9.63
NYCB	New York Community Bancorp	10.5
NYMT	New York Mortgage Trust	3.85
NYMX	Nymox Pharmaceutical	2.46
NYT	The New York Times	49.78
O	Realty Income	60.16
OAC	Oaktree Acquisition	0.19
OACB	Oaktree Acquisition II	10.78
OAS	Oasis Petroleum	39
OBAS	Optibase	11.16
OBCI	Ocean Bio-Chem	12.32
OBELF	Obsidian Energy	0.87
OBLG	Oblong	4.25
OBLN	Obalon Therapeutics	4.54
OBNK	Origin Bancorp	31.49
OBSV	ObsEva	3.83
OBTX	Obitx Inc.	2.7
OC	Owens Corning	80.64
OCA	Omnichannel Acquisition	10.18
OCC	Optical Cable Corporation	3.44
OCCI	OFS Credit Company	12.87
OCFC	OceanFirst Financial	18.5
OCFT	OneConnect Financial Technology	21.78
OCG	Oriental Culture Holding	4.5
OCGN	Ocugen	1.81
OCN	Ocwen Financial	25.06
OCSI	Oaktree Strategic Income	7.72
OCSL	Oaktree Specialty Lending	5.68
OCUL	Ocular Therapeutix	18.7
OCUP	Ocuphire Pharma	12.08
OCX	OncoCyte	5.09
ODC	Oil-Dri Corporation of America	34.47
ODFL	Old Dominion Freight Line	199.1
ODP	Office Depot	43.9
ODT	Odonate Therapeutics	23.18
ODYY	Odyssey Group International	0.38
OEC	Orion Engineered Carbons	16.17
OEG	Orbital Energy Group	8.4
OESX	Orion Energy Systems	9.96
OFC	Corporate Office Properties Trust	26.72
OFED	Oconee Federal Financial	24
OFG	OFG Bancorp	17.75
OFIX	Orthofix Medical	40.69
OFLX	Omega Flex	182.04
OFS	OFS Capital	7.39
OGE	OGE Energy	30.81
OGEN	Oragenics	0.94
OGI	OrganiGram Holdings	1.82
OGS	ONE Gas	73.83
OHI	Omega Healthcare Investors	37.13
OI	O-I Glass	13.04
OIBRQ	Oi S.A.	0.5
OII	Oceaneering International	8.66
OIIM	O2Micro International	9.85
OIS	Oil States International	5.66
OKE	ONEOK	40.02
OKTA	Okta, Inc	266.37
OLB	OLB Group	5.1
OLED	Universal Display	237.48
OLLI	Ollie''s Bargain Outlet	92.2
OLMA	Olema Pharmaceuticals	41.76
OLN	Olin	26.24
OLP	One Liberty Properties	20.23
OM	Outset Medical	52.48
OMAB	Grupo Aeroportuario del Centro Norte	47.98
OMC	Omnicom Group	62.86
OMCL	Omnicell	122.04
OMER	Omeros	20.45
OMEX	Odyssey Marine Exploration	8.16
OMF	OneMain Holdings	47.71
OMI	Owens & Minor	29.61
OMP	Oasis Midstream Partners	14.19
ON	ON Semiconductor	36.71
ONB	Old National Bancorp	17.08
ONCR	Oncorus	22.7
ONCS	OncoSec Medical	7.64
ONCT	Oncternal Therapeutics	6.56
ONCY	Oncolytics Biotech	2.42
ONDS	Ondas Holdings	12.7
ONE	OneSmart International Education	3.7
ONEM	1Life Healthcare	53.89
ONEW	OneWater Marine	32.79
ONTO	Onto Innovation	57.12
ONTX	Onconova Therapeutics	0.68
ONVO	Organovo Holdings	13.33
OOMA	Ooma, Inc.	13.87
OPCH	Option Care Health	19.46
OPEN	Opendoor Technologies	26.25
OPGN	OpGen, Inc.	2.23
OPHC	OptimumBank Holdings	3.71
OPI	Office Properties Income Trust	24
OPK	OPKO Health	5.99
OPNT	Opiant Pharmaceuticals	10.59
OPOF	Old Point Financial	19.28
OPRA	Opera	8.47
OPRT	Oportun Financial	16.22
OPRX	OptimizeRx	47.21
OPT	Opthea	12.03
OPTN	OptiNose	4.09
OPTT	Ocean Power Technologies	4.39
OPY	Oppenheimer Holdings	36.88
OR	Osisko Gold Royalties	11.7
ORA	Ormat Technologies	116.57
ORAN	Orange S.A.	11.8
ORBC	ORBCOMM, Inc.	7.85
ORC	Orchid Island Capital	5.19
ORCC	Owl Rock Capital	13.02
ORCL	Oracle	61.51
ORGO	Organogenesis Holdings	11.11
ORGS	Orgenesis	6.8
ORI	Old Republic International	18.3
ORIC	Oric Pharmaceuticals	29.83
ORLY	O''Reilly Automotive	436.54
ORMP	Oramed Pharmaceuticals	8.63
ORN	Orion Group Holdings	5.49
ORPH	Orphazyme	11.74
ORRF	Orrstown Financial Services	17.95
ORTX	Orchard Therapeutics	5.98
OSB	Norbord	43.13
OSBC	Old Second Bancorp	10.26
OSG	Overseas Shipholding Group	2.1
OSH	Oak Street Health	54.72
OSIS	OSI Systems	92.1
OSK	Oshkosh	93.3
OSMT	Osmotica Pharmaceuticals	4.26
OSN	Ossen Innovation	4.79
OSPN	OneSpan	23.37
OSS	One Stop Systems	3.89
OSTK	Overstock.com	79.52
OSUR	OraSure Technologies	15.42
OSW	OneSpaWorld Holdings	9.77
OTEL	Otelco	11.58
OTEX	Open Text	45.88
OTGLF	CD Projekt SA	87.5
OTIC	Otonomy	4.62
OTIS	Otis Worldwide	64.55
OTIVF	On Track Innovations	0.25
OTLK	Outlook Therapeutics	1.13
OTRA	OTR Acquisition	10.34
OTRK	Ontrak	86.51
OTTR	Otter Tail Corporation	40.14
OTTW	Ottawa Bancorp	14.95
OUT	OUTFRONT Media	18.36
OVBC	Ohio Valley Banc	21.62
OVID	Ovid Therapeutics	2.8
OVLY	Oak Valley Bancorp	15.41
OVTZ	Oculus VisionTech	1.29
OVV	Ovintiv	16.51
OWCP	OWC Pharmaceutical Research	0.01
OXBR	Oxbridge Re Holdings	3.28
OXFD	Oxford Immunotec Global	21.87
OXM	Oxford Industries	64.38
OXSQ	Oxford Square Capital	3.67
OXY	Occidental Petroleum	20.39
OYST	Oyster Point Pharma	19.38
OZK	Bank OZK	37.68
OZON	Ozon Holdings	50.82
PAA	Plains All American Pipeline	8.4
PAAS	Pan American Silver	36.38
PAC	Grupo Aeroportuario del Pacifico	103.27
PACB	Pacific Biosciences of California	34.18
PACDQ	Pacific Drilling	0.0
PACE	TPG Pace Tech Opportunities	10.8
PACK	Ranpak Holdings	18.25
PACW	PacWest Bancorp	31.07
PAE	PAE Incorporated	8.49
PAG	Penske Automotive Group	61.3
PAGP	Plains GP Holdings	8.65
PAGS	PagSeguro Digital	52.01
PAHC	Phibro Animal Health	20.83
PAIC	Petra Acquisition	10.13
PALT	Paltalk	1.96
PAM	Pampa Energia	13.59
PANA	Panacea Acquisition	10.3
PAND	Pandion Therapeutics	17.95
PANL	Pangaea Logistics Solutions	2.91
PANW	Palo Alto Networks	361.36
PAR	PAR Technology	68.87
PARD	Poniard Pharmaceuticals	0.11
PARNF	Parnell Pharmaceuticals Holdings	0.32
PARR	Par Pacific Holdings	13.27
PASG	Passage Bio	19.34
PATI	Patriot Transportation Holding	8.8
PATK	Patrick Industries	68.7
PAVM	PAVmed	2.12
PAX	Patria Investments	18.74
PAYA	Paya Holdings	12.97
PAYC	Paycom Software	396.45
PAYS	PaySign	4.74
PAYX	Paychex	89.3
PB	Prosperity Bancshares	68.4
PBA	Pembina Pipeline	26.32
PBCT	People''s United	13.73
PBF	PBF Energy	8.51
PBFS	Pioneer Bancorp	10.51
PBFX	PBF Logistics	9.89
PBH	Prestige Consumer Healthcare	40.89
PBHC	Pathfinder Bancorp	11.45
PBI	Pitney Bowes	10.79
PBIO	Pressure BioSciences	2.25
PBIP	Prudential Bancorp	11.82
PBLA	Panbela Therapeutics	5.55
PBPB	Potbelly Corporation	5.43
PBR	Petroleo Brasileiro	10.28
PBR.A	Petroleo Brasileiro	10.03
PBSV	Pharma-Bio Serv	1.23
PBT	Permian Basin Royalty Trust	3.54
PBTS	Powerbridge Technologies	2.77
PBYI	Puma Biotechnology	12.13
PCAR	PACCAR Inc	91.18
PCB	PCB Bancorp	11.21
PCG	PG&E Corporation	11.49
PCH	PotlatchDeltic	49.54
PCOM	Points International	14.63
PCOR	Procore Technologies	20.35
PCPL	CC Neuberger Principal Holdings I	10.87
PCRX	Pacira Biosciences	69.98
PCSA	Processa Pharmaceuticals	6.47
PCSB	PCSB Financial	15
PCSV	PCS Edventures.com	0.04
PCTI	PCTEL, Inc.	7.66
PCTY	Paylocity Holding	192.69
PCVX	Vaxcyte	24.76
PCYG	Park City Group	6.36
PCYO	Pure Cycle	11.34
PD	PagerDuty	50.62
PDAC	Peridot Acquisition	12.2
PDCE	PDC Energy	23.29
PDCO	Patterson Companies	31.76
PDD	Pinduoduo	173.96
PDEX	Pro-Dex	32.46
PDFS	PDF Solutions	20
PDLB	PDL Community Bancorp	9.61
PDM	Piedmont Office Realty Trust	15.6
PDS	Precision Drilling	19.85
PDSB	PDS Biotechnology	3.62
PE	Parsley Energy	1.9
PEAK	Healthpeak Properties	30.38
PEB	Pebblebrook Hotel Trust	18.3
PEBK	Peoples Bancorp of North Carolina	20.85
PEBO	Peoples Bancorp	31
PECK	Peck Company	0.0
PED	Pedevco	1.86
PEG	Public Service Enterprise Group	57.15
PEGA	Pegasystems	129.07
