Symbol	Name	Price
DSSI	Diamond S Shipping	6.38
DSWL	Deswell Industries	3.23
DSX	Diana Shipping	2.5
DT	Dynatrace	42.38
DTE	DTE Energy	119.56
DTEA	DAVIDsTEA	4
DTIL	Precision BioSciences	12.62
DTRK	DataTrak International	5
DTSS	Datasea	3.7
DTST	Data Storage Corporation	0.18
DUK	Duke Energy	93.16
DUO	Fangdd Network Group	8.01
DUOT	Duos Technologies Group	4.84
DVA	DaVita	118.81
DVAX	Dynavax Technologies	10.27
DVCR	Diversicare Healthcare Services	3.7
DVD	Dover Motorsports	2.07
DVN	Devon Energy	16.76
DWSN	Dawson Geophysical	2.95
DX	Dynex Capital	17.78
DXC	DXC Technology	25.5
DXCM	DexCom	382.62
DXF	Dunxin Financial Holdings	1.31
DXIEF	DXI Energy	0.4
DXLG	Destination XL Group	0.7
DXPE	DXP Enterprises	24.61
DXR	Daxor	13.25
DXYN	Dixie Group	3.89
DY	Dycom Industries	87.13
DYAI	Dyadic International	5.56
DYN	Dyne Therapeutics	18.99
DYNT	Dynatronics	1.14
DYSL	Dynasil Corporation of America	1.05
DZSI	DZS, Inc	16.05
E	Eni SpA	19.97
EA	Electronic Arts	145.87
EACC	Edify Acquisition	0
EAF	GrafTech International	9.55
EAR	Eargo	56.15
EARN	Ellington Residential Mortgage	12.14
EARS	Auris Medical Holding	2.83
EAST	Eastside Distilling	1.45
EAT	Brinker International	61.01
EB	Eventbrite	18.49
EBAY	eBay Inc.	58.47
EBC	Eastern Bankshares	16.1
EBF	Ennis, Inc.	18.53
EBIX	Ebix, Inc.	53.55
EBMT	Eagle Bancorp Montana	21.12
EBODF	New Energy Exchange	0.08
EBON	Ebang International	5.05
EBR	Centrais Eletricas Brasileiras	5.57
EBS	Emergent BioSolutions	115.79
EBSB	Meridian Bancorp	15.14
EBTC	Enterprise Bancorp	26.67
EC	Ecopetrol	11.68
ECC	Eagle Point Credit	11
ECEZ	Ecosciences	0
ECHO	Echo Global Logistics	26.92
ECIA	Encision	0.49
ECL	Ecolab	208.43
ECOL	US Ecology	33.95
ECOM	ChannelAdvisor	21.01
ECOR	electroCore	2.5
ECPG	Encore Capital Group	30.63
ECPN	El Capitan Precious Metals	0.01
ECT	ECA Marcellus Trust I	6.3
ECTE	Echo Therapeutics	0.03
ECTM	Eca Marcellus Trust I	0.28
ED	Consolidated Edison	70.75
EDAP	EDAP TMS S.A.	7.73
EDIT	Editas Medicine	62.89
EDN	Edenor SA	3.45
EDRY	EuroDry	7.91
EDSA	Edesa Biotech	6.2
EDTK	Skillful Craftsman	3.29
EDU	New Oriental Education & Technology	173.12
EDUC	Educational Development	14.35
EEFT	Euronet Worldwide	127.54
EEX	Emerald Holding	4.07
EFBI	Eagle Financial Bancorp	16.8
EFC	Ellington Financial	15.05
EFOI	Energy Focus	4.77
EFSC	Enterprise Financial Services	35.52
EFSI	Eagle Financial Services	28.6
EFX	Equifax	180.31
EGAN	eGain Corporation - Maryland	11.34
EGBN	Eagle Bancorp	43.03
EGHT	8x8, Inc.	35.29
EGLE	Eagle Bulk Shipping	19.83
EGO	Eldorado Gold	11.57
EGOV	NIC Inc.	27
EGP	EastGroup Properties	141.83
EGRX	Eagle Pharmaceuticals	48.49
EGY	VAALCO Energy	2.3
EH	EHang Holdings	81.5
EHC	Encompass Health	81.17
EHTH	eHealth	49.32
EIC	Eagle Point Income	15.22
EIDX	Eidos Therapeutics	0.0
EIG	Employers Holdings	30.61
EIGI	Endurance International Group	9.48
EIGR	Eiger BioPharmaceuticals	10.13
EIX	Edison International	58.01
EKSO	Ekso Bionics Holdings	8.96
EL	Estée Lauder	241.85
ELA	Envela	6.52
ELAN	Elanco Animal Health	29.81
ELF	e.l.f. Beauty	22.53
ELLO	Ellomay Capital	32
ELMD	Electromed	10.16
ELOX	Eloxx Pharmaceuticals	3.58
ELP	Companhia Paranaense de Energia	11.98
ELS	Equity LifeStyle Properties	63.03
ELSE	Electro-Sensors	5.48
ELTK	Eltek	5.75
ELTP	Elite Pharmaceuticals	0.06
ELVT	Elevate Credit	4.2
ELY	Callaway Golf	28.51
ELYS	Elys Game Technology	4.9
EMAN	eMagin	2.59
EMBI	Emerald Bioscience	0.0
EMCF	Emclaire Financial	26.2
EME	EMCOR Group	90.8
EMGCQ	Emergent Capital	0.22
EMIS	Emisphere Technologies	1154
EMITF	Elbit Imaging	1.71
EMKR	EMCORE Corporation	5.34
EML	Eastern Company	23.6
EMMA	Emmaus Life Sciences	1.4
EMMS	Emmis Communications	2.06
EMN	Eastman Chemical	100
EMPW	Empower	10.45
EMR	Emerson Electric	80.82
EMRAF	Emera	41.19
EMX	EMX Royalty	3.55
EMYB	Embassy Bancorp	15.15
ENB	Enbridge	33.85
ENBL	Enable Midstream Partners	5.32
ENBP	ENB Financial	19.15
ENDP	Endo International	8.34
ENG	ENGlobal	7.15
ENIA	Enel Americas	7.65
ENIC	Enel Chile	3.76
ENLC	EnLink Midstream	3.81
ENLV	Enlivex Therapeutics	12.7
ENOB	Enochian Biosciences	3.52
ENPC	Executive Network Partnering	25.1
ENPH	Enphase Energy	186.34
ENR	Energizer Holdings	44.17
ENS	EnerSys	85.27
ENSG	The Ensign Group	84.8
ENSV	Enservco	2.07
ENTA	Enanta Pharmaceuticals	50.07
ENTG	Entegris	102.04
ENTX	Entera Bio	1.4
ENV	Envestnet	79.61
ENVA	Enova International	22.87
ENVB	Enveric Biosciences	3.88
ENVI	Environmental Impact Acquisition	16.4
ENZ	Enzo Biochem	2.91
ENZN	Enzon Pharmaceuticals	0.48
EOG	EOG Resources	51.33
EOLS	Evolus	6.44
EOSE	Eos Energy Enterprises	23.22
EPAC	Enerpac Tool Group	20.63
EPAM	EPAM Systems	356.7
EPAY	Bottomline Technologies	49.21
EPC	Edgewell Personal Care	33.8
EPD	Enterprise Products Partners	20.8
EPIX	ESSA Pharma	18.18
EPM	Evolution Petroleum	3.27
EPR	EPR Properties	38.48
EPRT	Essential Properties Realty Trust	21.05
EPSN	Epsilon Energy	3.62
EPZM	Epizyme	11.03
EQ	Equillium	6.11
EQBK	Equity Bancshares	22.87
EQC	Equity Commonwealth	28.6
EQD	Equity Distribution Acquisition	10.47
EQH	Equitable Holdings	25.05
EQIX	Equinix	756.72
EQNR	Equinor	17.99
EQOS	Diginex	15.4
EQR	Equity Residential	62.17
EQS	Equus Total Return	1.77
EQT	EQT Corporation	17.01
EQX	Equinox Gold Corp.	9.77
ERA	Era Group	0.07
ERES	East Resources Acquisition	10.42
ERF	Enerplus	3.27
ERIC	Ericsson	12.75
ERIE	Erie Indemnity	245.91
ERII	Energy Recovery	13.96
ERJ	Embraer	6.62
ERLFF	Entree Resources	0.39
ERYP	Erytech Pharma	10.12
ES	Eversource Energy	87.8
ESBA	Empire State Realty OP	9.69
ESBK	Elmira Savings Bank	12.47
ESCA	Escalade	21.36
ESE	ESCO Technologies	97.89
ESEA	Euroseas	8.18
ESGC	Eros STX Global	1.98
ESGR	Enstar Group	203.22
ESI	Element Solutions	17.7
ESLOY	EssilorLuxottica	73.06
ESLT	Elbit Systems	137.12
ESMC	Escalon Medical	0.15
ESNT	Essent Group	43.22
ESOA	Energy Services of America	1.92
ESP	Espey Manufacturing & Electronics	19.2
ESPR	Esperion Therapeutics	33.18
ESQ	Esquire Financial Holdings	21.76
ESRT	Empire State Realty Trust	9.79
ESS	Essex Property Trust	242.07
ESSA	ESSA Bancorp	14.16
ESSC	East Stone Acquisition	10.02
ESTA	Establishment Labs Holdings	49.93
ESTC	Elastic	151.55
ESTE	Earthstone Energy	5.43
ESXB	Community Bankers Trust	7.32
ET	Energy Transfer LP	6.36
ETAC	E.merge Technology Acquisition	10.39
ETH	Ethan Allen Interiors	23.69
ETHE	Grayscale Ethereum Trust	15.32
ETM	Entercom Communications	4.91
ETN	Eaton	121.54
ETNB	89bio	21.36
ETON	Eton Pharmaceuticals	9.03
ETR	Entergy	95.15
ETRN	Equitrans Midstream	6.85
ETSY	Etsy, Inc.	203.77
ETTX	Entasis Therapeutics	3.15
EUCR	Eucrates Biomedical Acquisition	10.25
EURN	Euronav	7.98
EV	Eaton Vance	67.4
EVA	Enviva Partners	51.08
EVBG	Everbridge	131.26
EVBN	Evans Bancorp	30.35
EVC	Entravision Communications	3.31
EVER	EverQuote	46.86
EVFM	Evofem Biosciences	2.96
EVGN	Evogene	6.42
EVH	Evolent Health	18.12
EVI	EVI Industries	40.49
EVK	Ever-Glory International Group	3.39
EVLO	Evelo Biosciences	16.71
EVOK	Evoke Pharma	2.57
EVOL	Evolving Systems	2.1
EVOP	EVO Payments	23.83
EVR	Evercore	112.81
EVRG	Evergy	53.74
EVRI	Everi Holdings	13.61
EVTC	Evertec	35.55
EVTN	Enviro Technologies	0.09
EVVTY	Evolution Gaming Group	100.92
EW	Edwards Lifesciences	81.92
EWBC	East West Bancorp	61.71
EWLL	eWellness Healthcare	0
EXAS	Exact Sciences	138.39
EXC	Exelon	42.08
EXCC	Excel Corp	0.01
EXDI	Exactus	0.17
EXEL	Exelixis	22.22
EXEO	Exeo Entertainment	0.52
EXFO	EXFO Inc.	3.58
EXK	Endeavour Silver	5.96
EXLS	ExlService Holdings	78.79
EXP	Eagle Materials	116.23
EXPC	Experience Investment	15.46
EXPD	Expeditors International	90.49
EXPE	Expedia	127.3
EXPI	eXp World Holdings	115.07
EXPO	Exponent	85.14
EXPR	Express	5
EXR	Extra Space Storage	116.62
EXTN	Exterran	4.39
EXTR	Extreme Networks	8.8
EYE	National Vision Holdings	45.29
EYEG	EyeGate Pharmaceuticals	6.46
EYEN	Eyenovia	6.18
EYES	Second Sight Medical Products	2.13
EYPT	EyePoint Pharmaceuticals	11.48
EZPW	EZCORP, Inc.	4.64
F	Ford Motor	10.83
FAF	First American Financial	53.52
FAII	Fortress Value Acquisition II	11.69
FALC	FalconStor Software	6.02
FAMI	Farmmi	1.29
FANG	Diamondback Energy	57.98
FANH	Fanhua	15.53
FARM	Farmer Brothers	5.42
FARO	FARO Technologies	72.31
FAST	Fastenal	46.42
FAT	FAT Brands	7.12
FATE	Fate Therapeutics	93.16
FB	Facebook	262.01
FBC	Flagstar Bancorp	43.09
FBHS	Fortune Brands	88.32
FBIO	Fortress Biotech	3.31
FBIZ	First Business Financial Services	19.91
FBK	FB Financial	37.18
FBM	Foundation Building Materials	19.24
FBMS	First Bancshares	30.55
FBNC	First Bancorp	33.97
FBP	First BanCorp	9.37
FBRX	Forte Biosciences	33.81
FBSS	Fauquier Bankshares	18.55
FC	Franklin Covey	24.71
FCAC	Falcon Capital Acquisition	11.42
FCAP	First Capital	50.6
FCAU	Fiat Chrysler Automobiles	0.0
FCBC	First Community Bancshares	21.85
FCBP	First Choice Bancorp	18.98
FCCO	First Community	17.88
FCCY	1st Constitution Bancorp	15.93
FCEL	FuelCell Energy	21.88
FCF	First Commonwealth Financial	11.81
FCFS	FirstCash	57.67
FCN	FTI Consulting	110.86
FCNCA	First Citizens BancShares	609
FCPT	Four Corners Property Trust	27.37
FCRD	First Eagle Alternative Capital	3.33
FCX	Freeport-McMoRan	28.23
FDBC	Fidelity D&D Bancorp	48.66
FDMT	4D Molecular Therapeutics	43.42
FDP	Fresh Del Monte Produce	24.36
FDS	FactSet Research Systems	312.26
FDUS	Fidus Investment	12.9
FDX	FedEx	239.24
FE	FirstEnergy	31.18
FEDU	Four Seasons Education	1.32
FEIM	Frequency Electronics	10.62
FELE	Franklin Electric	70.95
FENC	Fennec Pharmaceuticals	7.29
FENG	Phoenix New Media	1.39
FET	Forum Energy Technologies	14.8
FEYE	FireEye	21.59
FF	FutureFuel	13.95
FFBC	First Financial Bancorp	19.48
FFBW	FFBW, Inc.	10.27
FFG	FBL Financial Group	56.02
FFHL	Fuwei Films	9.79
FFIC	Flushing Financial	18.25
FFIN	First Financial Bankshares	38.84
FFIV	F5 Networks	196.35
FFNW	First Financial Northwest	12.32
FFWM	First Foundation	20.46
FG	FGL Holdings	0.1
FGBI	First Guaranty Bancshares	16.2
FGEN	FibroGen	49.62
FGF	FG Financial Group	3.87
FGNA	FG New America Acquisition	10.84
FGPR	Ferrellgas Partners	0.0
FHB	First Hawaiian	23.83
FHI	Federated Hermes	27.52
FHN	First Horizon National	14.04
FHTX	Foghorn Therapeutics	16.3
FI	Frank''s International	2.83
FIBK	First Interstate BancSystem	39.49
FICO	Fair Isaac	451.98
FIII	Forum Merger III	12.8
FIN	Marlin Technology	0.6
FINV	FinVolution Group	3.87
FIS	Fidelity National Information Services	129.23
FISI	Financial Institutions	24.02
FISV	Fiserv	106.5
FIT	Fitbit	6.93
FITB	Fifth Third Bancorp	29.49
FIVE	Five Below	172.69
FIVN	Five9	167.26
FIX	Comfort Systems USA	56.06
FIXX	Homology Medicines	12.45
FIZZ	National Beverage	131.58
FKWL	Franklin Wireless	22.8
FL	Foot Locker	44.68
FLDM	Fluidigm	6.73
FLEX	Flex Ltd.	18.2
FLFG	Federal Life Group	10.75
FLGT	Fulgent Genetics	137.91
FLIC	First of Long Island	17.05
FLIR	FLIR Systems	53.38
FLL	Full House Resorts	6.4
FLMN	Falcon Minerals	3.33
FLNG	Flex LNG	8.08
FLNT	Fluent	5.73
FLO	Flowers Foods	22.59
FLOW	SPX Flow	54.55
FLR	Fluor Corporation	18.01
FLS	Flowserve	36.02
FLT	FleetCor Technologies	249.77
FLUX	Flux Power Holdings	14.78
FLWS	1-800-Flowers.com	31.35
FLXN	Flexion Therapeutics	12.95
FLXS	Flexsteel Industries	33.44
FLXT	Flexpoint Sensor Systems	0.05
FLY	FLY Leasing	9.72
FMAC	FirstMark Horizon Acquisition	10.64
FMAO	Farmers & Merchants Bancorp	23.35
FMBH	First Mid Bancshares	33.84
FMBI	First Midwest Bancorp	17.01
FMBM	F & M Bank Corp	26.5
FMC	FMC Corporation	109.75
FMCB	Farmers & Merchants Bancorp	770
FMCC	Federal Home Loan Mortgage	1.89
FMFG	Farmers & Merchants Bancshares	14.07
FMNB	Farmers National Banc	13.56
FMS	Fresenius Medical Care	38.96
FMTX	Forma Therapeutics	39.41
FMX	Fomento Economico Mexicano	68.8
FN	Fabrinet	80.78
FNB	F.N.B.	10.1
FNCB	FNCB Bancorp	6.5
FND	Floor & Decor Holdings	93.93
FNF	Fidelity National Financial	37.3
FNHC	FedNat Holding	5.25
FNKO	Funko	12.9
FNLC	First Bancorp	24.22
FNMA	Federal National Mortgage Association	1.97
FNRN	First Northern Community Bancorp	10.48
FNV	Franco-Nevada	122.67
FNWB	First Northwest Bancorp	14.7
FOCS	Focus Financial Partners	49.27
FOE	Ferro Corporation	14.4
FOLD	Amicus Therapeutics	19.25
FONR	Fonar Corporation	18.09
FOR	Forestar Group	21.89
FORD	Forward Industries	3.91
FORM	FormFactor	42.49
FORR	Forrester Research	41.12
FORTY	Formula Systems (1985) Ltd.	84.42
FOSL	Fossil Group	15.21
FOUR	Shift4 Payments	67.84
FOX	Fox Corporation	30.65
FOXA	Fox Corporation	31.88
FOXF	Fox Factory Holding	124.31
FPAY	FlexShopper	3.02
FPH	Five Point Holdings	6.33
FPI	Farmland Partners	11.29
FPPP	Fieldpoint Petroleum	0.01
FPRX	Five Prime Therapeutics	16.75
FPVD	Force Protection Video Equipment	0.01
FR	First Industrial Realty Trust	42.45
FRAF	Franklin Financial Services	26.85
FRAN	Francesca''s Holdings	99.06
FRANQ	Francesca''s Holdings	0.5
FRBA	First Bank	9.07
FRBK	Republic First Bancorp	3.01
FRC	First Republic Bank	146.27
FRD	Friedman Industries	7.12
FREE	Whole Earth Brands	11.75
FREQ	Frequency Therapeutics	44.71
FRFHF	Fairfax Financial Holdings	363.35
FRG	Franchise Group	36.39
FRGI	Fiesta Restaurant Group	16.46
FRHC	Freedom Holding	51.82
FRLN	Freeline Therapeutics	17.47
FRME	First Merchants	38.6
FRO	Frontline	5.98
FROG	JFrog	62.61
FRPH	FRP Holdings	44.16
FRPT	Freshpet	142.18
FRSX	Foresight Autonomous	8.28
FRT	Federal Realty Investment Trust	87.04
FRTA	Forterra	19.44
FRX	Forest Road Acquisition	10.58
FSAM	Fifth Street Asset Management	0.02
FSB	Franklin Financial Network	10.03
FSBW	FS Bancorp	55.39
FSDC	FS Development	13
FSEA	First Seacoast Bancorp	8.85
FSFG	First Savings Financial Group	60.57
FSI	Flexible Solutions International	3.46
FSK	FS KKR Capital	17.29
FSKR	FS KKR Capital Corp II	17.02
FSLR	First Solar	98.31
FSLY	Fastly	109.67
FSM	Fortuna Silver Mines	9.13
FSP	Franklin Street Properties	4.23
FSR	Fisker	14.96
FSRV	Finserv Acquisition	17.64
FSS	Federal Signal	33.15
FSSN	FISION Corporation	0.02
FST	Fast Acquisition	11.09
FSTR	L.B. Foster Company	15.15
FSTX	F-star Therapeutics	8.57
FSV	FirstService	138.73
FTAI	Fortress Transportation & Infrastructure Investors	22.57
FTCH	Farfetch	59.4
FTDR	Frontdoor, Inc.	54.71
FTEK	Fuel Tech	5.05
FTFT	Future FinTech Group	5.03
FTHM	Fathom Holdings	37.54
FTI	TechnipFMC	10.72
FTIV	FinTech Acquisition IV	11.35
FTK	Flotek Industries	2
FTLF	FitLife Brands	20
FTNT	Fortinet	148.39
FTOC	FTAC Olympus Acquisition	12.97
FTRCQ	Frontier Communications	0.65
FTS	Fortis	40.37
FTSI	FTS International	17.05
FTV	Fortive	66.63
FUBO	FuboTV	52.4
FUL	H.B. Fuller	52.39
FULC	Fulcrum Therapeutics	10.98
FULT	Fulton Financial	13.64
FUN	Cedar Fair	40.2
FUNC	First United	15.72
FURY	Fury Gold Mines	2.21
FUSB	First US Bancshares	8.62
FUSE	Fusion Acquisition	12.02
FUSN	Fusion Pharmaceuticals	11.48
FUTU	Futu Holdings	105
FUV	Arcimoto	22.97
FVAM	5:01 Acquisition	10.49
FVCB	FVCBankcorp	16.35
FVE	Five Star Senior Living	7.73
FVRR	Fiverr International	225.88
FVT	Fortress Value Acquisition III	179
FWAV	Fourth Wave Energy	0.32
FWONA	Liberty Media Formula One	38
FWP	Forward Pharma A/S	7.02
FWRD	Forward Air	72.73
FXNC	First National	18.02
FYRTY	FamilyMart	20.84
G	Genpact	39.2
GABC	German American Bancorp	34.11
GADS	Gadsden Properties	0.05
GAIA	Gaia, Inc.	9.46
GAIN	Gladstone Investment	10.33
GALT	Galectin Therapeutics	2.08
GAN	GAN Limited	24.34
GASS	StealthGas	2.68
GATO	Gatos Silver	14.72
GATX	GATX Corporation	92.5
GAU	Galiano Gold	1.26
GB	Global Blue	12.42
GBCI	Glacier Bancorp	48.48
GBDC	Golub Capital BDC	14.5
GBIO	Generation Bio	27.88
GBL	GAMCO Investors	18.44
GBLI	Global Indemnity	27.57
GBLX	GB Sciences	0.06
GBR	New Concept Energy	8.04
GBS	GBS, Inc.	7.88
GBT	Global Blood Therapeutics	49.49
GBTC	Grayscale Bitcoin Trust	33.95
GBX	Greenbrier Companies	38.07
GCAN	Greater Cannabis Company	0.01
GCBC	Greene County Bancorp	24.7
GCI	Gannett	4.52
GCMG	GCM Grosvenor	13.23
GCO	Genesco	39.98
GCP	GCP Applied Technologies	25.26
GD	General Dynamics	147.67
GDDY	GoDaddy	80.97
GDEN	Golden Entertainment	17.33
GDOT	Green Dot	52.45
GDP	Goodrich Petroleum	9.83
GDRX	GoodRx Holdings	49.97
GDRZF	Gold Reserve	1.55
GDS	GDS Holdings	107.36
GDYN	Grid Dynamics Holdings	13.55
GE	General Electric	10.74
GEC	Great Elm Capital Group	10.78
GECC	Great Elm Capital	3.07
GEENQ	Global Eagle Entertainment	0.37
GEF	Greif	46.32
GEF.B	Greif	46.56
GEG	Great Elm Group	2.81
GEL	Genesis Energy	6.19
GEN	Genesis Healthcare	0.74
GENC	Gencor Industries	12.78
GENE	Genetic Technologies	4.55
GENH	Generation Hemp	0.75
GEO	GEO Group	8.99
GEOS	Geospace Technologies	8.67
GERN	Geron	1.9
GES	Guess	22.77
GEVO	Gevo, Inc.	11.09
GFASY	Gafisa	1.7
GFED	Guaranty Federal Bancshares	17.76
GFF	Griffon Corporation	22.79
GFI	Gold Fields	9.67
GFL	GFL Environmental	28.38
GFN	General Finance	7.31
GGAL	Grupo Financiero Galicia	7.86
GGB	Gerdau	4.25
GGG	Graco	69.37
GH	Guardant Health	155.41
GHC	Graham Holdings	580
GHG	GreenTree Hospitality Group	12.66
GHIV	Gores Holdings IV	0.0
GHL	Greenhill & Co.	11.45
GHLD	Guild Holdings Company	15.48
GHM	Graham Corporation	14.88
GHSI	Guardion Health Sciences	0.76
GIB	CGI, Inc	79.81
GIFI	Gulf Island Fabrication	3.64
GIGA	Giga-tronics	4.45
GIGM	GigaMedia	3.4
GIII	G-III Apparel Group	26.39
GIK	GigCapital3	15.14
GIL	Gildan Activewear	25.47
GILD	Gilead Sciences	65.1
GILT	Gilat Satellite Networks	11.68
GIS	General Mills	57.55
GIX	GigCapital2	10.36
GKOS	Glaukos Corporation	89.52
GL	Globe Life	91.33
GLAD	Gladstone Capital	9.17
GLAE	GlassBridge Enterprises	50.95
GLBR	Global Brokerage	0.07
GLBS	Globus Maritime	5.43
GLBZ	Glen Burnie Bancorp	10.88
GLDD	Great Lakes Dredge & Dock	13.79
GLDG	GoldMining	1.85
GLEO	Galileo Acquisition	10.29
GLG	TD Holdings	2.46
GLGI	Greystone Logistics	0.85
GLLA	Gilla	0
GLMD	Galmed Pharmaceuticals	3.98
GLNG	Golar LNG	10.97
GLOB	Globant	199.58
GLOG	GasLog	4.29
GLOP	GasLog Partners	3.34
GLP	Global Partners	20.69
GLPG	Galapagos	104.11
GLPI	Gaming & Leisure Properties	41.85
GLRE	Greenlight Capital Re	7.55
GLRI	Glori Energy	0.01
GLSI	Greenwich LifeSciences	35.92
GLT	Glatfelter	15.98
GLTC	GelTech Solutions	0.03
GLTO	Galecto	12.49
GLUU	Glu Mobile	8.92
GLUX	Great Lakes Aviation	0.06
GLW	Corning	35.9
GLXZ	Galaxy Gaming	1.98
GLYC	GlycoMimetics	3.64
GLYE	GlyEco	0.02
GM	General Motors	51.51
GMAB	Genmab A/S	40.21
GMBL	Esports Entertainment	7.73
GMDA	Gamida Cell	7.96
GME	GameStop	225
GMED	Globus Medical	61.53
GMLP	Golar LNG Partners	3.44
GMOLQ	General Moly	0.01
GMRE	Global Medical REIT	12.84
GMS	GMS Inc.	29.86
GNBT	Generex Biotechnology	0.45
GNC	GNC Holdings	0.08
GNCA	Genocea Biosciences	2.99
GNE	Genie Energy	7.38
GNFT	Genfit	5.16
GNK	Genco Shipping & Trading	7.95
GNL	Global Net Lease	16.36
GNLN	Greenlane Holdings	4.4
GNMK	GenMark Diagnostics	13.67
GNPX	Genprex	4.84
GNRC	Generac Holdings	258.73
GNRS	Greenrose Acquisition	10.48
GNSS	Genasys	7.72
GNTX	Gentex Corporation	34
GNTY	Guaranty Bancshares	34.36
GNUS	Genius Brands International	1.86
GNW	Genworth Financial	3.09
GO	Grocery Outlet	42.42
GOAC	GO Acquisition	10.4
GOCO	GoHealth	13.38
GOED	1847 Goedeker	12.6
GOEV	Canoo	15.5
GOGL	Golden Ocean Group	4.87
GOGO	Gogo Inc.	12.22
GOL	GOL Linhas Aereas Inteligentes	9.06
GOLD	Barrick Gold	22.54
GOLF	Acushnet Holdings	41.92
GOOD	Gladstone Commercial	17.84
GOOG	Alphabet	1901.35
GOOGL	Alphabet	1893.07
GOOS	Canada Goose	34.62
GORO	Gold Resource	3.04
GOSS	Gossamer Bio	10.11
GOVX	GeoVax Labs	5.29
GP	GreenPower Motor	30.47
GPC	Genuine Parts	94.69
GPI	Group 1 Automotive	143.79
GPK	Graphic Packaging Holding	15.93
GPL	Great Panther Mining	0.96
GPMT	Granite Point Mortgage Trust	9.5
GPN	Global Payments	182.91
GPOR	Gulfport Energy	646.8
GPORQ	Gulfport Energy	0.09
GPP	Green Plains Partners	9.88
GPRE	Green Plains	20.4
GPRK	GeoPark	12.81
GPRO	GoPro	10.53
GPS	Gap, Inc	20.14
GPX	GP Strategies	12.74
GRA	W.R. Grace & Co.	58.61
GRAL	GRAIL, Inc	2.44
GRAY	Graybug Vision	31.16
GRBK	Green Brick Partners	20.2
GRC	Gorman-Rupp Company	32.62
GRCK	Grey Cloak Tech	0.05
GRCY	Greencity Acquisition	10.19
GRFS	Grifols S.A.	17.5
GRIF	Griffin Industrial Realty	0.0
GRIL	Muscle Maker	2.13
GRIN	Grindrod Shipping Holdings	5.05
GRMN	Garmin	117.36
GRNQ	Greenpro Capital	1.97
GRNV	Greenvision Acquisition	10.25
GROW	U.S. Global Investors	5.97
GRPN	Groupon	36.17
GRSO	Grow Solutions Holdings	0
GRSV	Gores Holdings V	10.72
GRTS	Gritstone Oncology	17.1
GRTX	Galera Therapeutics	11.42
GRUB	Grubhub	76.04
GRVY	Gravity	178.33
GRWG	GrowGeneration	46.21
GS	Goldman Sachs	274.73
GSAH	GS Acquisition Holdings II	11.76
GSAT	Globalstar	1.06
GSBC	Great Southern Bancorp	49.59
GSBD	Goldman Sachs BDC	17.69
GSH	Guangshen Railway	0.1
GSHD	Goosehead Insurance	133.71
GSIH	General Steel Holdings	0.03
GSIT	GSI Technology	7.53
GSK	GlaxoSmithKline	37.34
GSKY	GreenSky	5.06
GSL	Global Ship Lease	12.29
GSM	Ferroglobe	2.76
GSMG	Glory Star New Media Group Holdings	3.36
GSS	Golden Star Resources	3.94
GSUM	Gridsum Holding	1.82
GSV	Gold Standard Ventures	0.72
GSX	GSX Techedu	96.46
GT	Goodyear Tire & Rubber	10.9
GTBIF	Green Thumb Industries	30.15
GTBP	GT Biopharma	0.43
GTE	Gran Tierra Energy	0.65
GTEC	Greenland Technologies Holding	7.3
GTES	Gates Industrial	14.41
GTH	Genetron Holdings	24.38
GTHP	Guided Therapeutics	0.5
GTHX	G1 Therapeutics	27.1
GTIM	Good Times Restaurants	2.88
GTLS	Chart Industries	0.0
GTN	Gray Television	18.15
GTN.A	Gray Television	17.5
GTS	Triple-S Management	23.54
GTT	GTT Communications	4.75
GTX	Garrett Motion	27.28
GTXMQ	Garrett Motion	6.4
GTXO	GTX Corporation	0.06
GTY	Getty Realty	27.11
GTYH	GTY Technology	7.78
GURE	Gulf Resources	4.04
GV	Goldfield	0.8
GVA	Granite Construction	30.73
GVP	GSE Systems	1.69
GWAC	Good Works Acquisition	10.35
GWB	Great Western Bancorp	25.16
GWGH	GWG Holdings	7.05
GWPH	GW Pharmaceuticals	144.08
GWRE	Guidewire Software	115.69
GWRS	Global Water Resources	16.16
GWW	W.W. Grainger	370.32
GXGX	GX Acquisition	10.2
GXXM	GEX Management	0.02
GYRO	Gyrodyne	16.91
H	Hyatt Hotels	66.94
HA	Hawaiian Holdings	19.79
HAE	Haemonetics	115
HAFC	Hanmi Financial	14.2
HAIN	Hain Celestial Group	41.13
HAL	Halliburton	17.86
HALL	Hallmark Financial Services	3.94
HALO	Halozyme Therapeutics	47.66
HAPP	Happiness Biotech Group	2.03
HARP	Harpoon Therapeutics	19.02
HAS	Hasbro	94.36
HASI	Hannon Armstrong	60.24
HAUP	Hauppauge Digital	0.08
HAYN	Haynes International	23.23
HBAN	Huntington Bancshares	13.22
HBB	Hamilton Beach Brands	19.51
HBCP	Home Bancorp	30.67
HBI	Hanesbrands	15.25
HBIA	Hills Bancorporation	62
HBIO	Harvard Bioscience	4.85
HBM	HudBay Minerals	6.16
HBMD	Howard Bancorp	11.8
HBNC	Horizon Bancorp	16.8
HBP	Huttig Building Products	3.65
HBT	HBT Financial	15.06
HCA	HCA Healthcare	166.93
HCAP	Harvest Capital Credit	7.82
HCAT	Health Catalyst	49.48
HCC	Warrior Met Coal	22.94
HCCI	Heritage-Crystal Clean	21.77
HCDI	Harbor Custom Development	3.12
HCFT	Hunt Companies Finance Trust	701.22
